0.0633156,0.0675232,0.259745
0.0633156,0.0675232,0.259745
0.0633156,0.0675232,0.259745
0.172045,0.14209,0.706691
0.172045,0.14209,0.706691
0.172045,0.14209,0.706691
0.315905,0.177151,1.27426
0.315905,0.177151,1.27426
0.315905,0.177151,1.27426
0.454994,0.156717,1.908
0.454994,0.156717,1.908
0.454994,0.156717,1.908
0.585971,0.0902173,2.58368
0.585971,0.0902173,2.58368
0.585971,0.0902173,2.58368
0.714192,-0.0167906,3.28709
0.714192,-0.0167906,3.28709
0.714192,-0.0167906,3.28709
0.848082,-0.159486,4.00856
0.848082,-0.159486,4.00856
0.848082,-0.159486,4.00856
0.996856,-0.332989,4.74082
0.996856,-0.332989,4.74082
0.996856,-0.332989,4.74082
1.16835,-0.532085,5.47842
1.16835,-0.532085,5.47842
1.16835,-0.532085,5.47842
1.36906,-0.751446,6.21684
1.36906,-0.751446,6.21684
1.36906,-0.751446,6.21684
1.60399,-0.985473,6.95227
1.60399,-0.985473,6.95227
1.60399,-0.985473,6.95227
1.87664,-1.22843,7.68155
1.87664,-1.22843,7.68155
1.87664,-1.22843,7.68155
2.18915,-1.47454,8.40198
2.18915,-1.47454,8.40198
2.18915,-1.47454,8.40198
2.54241,-1.71812,9.11135
2.54241,-1.71812,9.11135
2.54241,-1.71812,9.11135
2.93631,-1.95365,9.80786
2.93631,-1.95365,9.80786
2.93631,-1.95365,9.80786
3.36981,-2.17593,10.4901
3.36981,-2.17593,10.4901
3.36981,-2.17593,10.4901
3.84116,-2.38006,11.157
3.84116,-2.38006,11.157
3.84116,-2.38006,11.157
4.34802,-2.56151,11.8079
4.34802,-2.56151,11.8079
4.34802,-2.56151,11.8079
4.88754,-2.71618,12.4424
4.88754,-2.71618,12.4424
4.88754,-2.71618,12.4424
5.45647,-2.84037,13.0603
5.45647,-2.84037,13.0603
5.45647,-2.84037,13.0603
6.04892,-2.9603,13.6681
6.04892,-2.9603,13.6681
6.04892,-2.9603,13.6681
6.66431,-3.07287,14.2661
6.66431,-3.07287,14.2661
6.66431,-3.07287,14.2661
7.30127,-3.17269,14.8541
7.30127,-3.17269,14.8541
7.30127,-3.17269,14.8541
7.94797,-3.255,15.4329
7.94797,-3.255,15.4329
7.94797,-3.255,15.4329
8.60365,-3.31884,16.0068
8.60365,-3.31884,16.0068
8.60365,-3.31884,16.0068
9.26659,-3.36378,16.577
9.26659,-3.36378,16.577
9.26659,-3.36378,16.577
9.93512,-3.38965,17.1442
9.93512,-3.38965,17.1442
9.93512,-3.38965,17.1442
10.6078,-3.39637,17.7091
10.6078,-3.39637,17.7091
10.6078,-3.39637,17.7091
11.2836,-3.38393,18.2717
11.2836,-3.38393,18.2717
11.2836,-3.38393,18.2717
11.9615,-3.35233,18.8322
11.9615,-3.35233,18.8322
11.9615,-3.35233,18.8322
12.6406,-3.30157,19.3907
12.6406,-3.30157,19.3907
12.6406,-3.30157,19.3907
13.3203,-3.23168,19.9469
13.3203,-3.23168,19.9469
13.3203,-3.23168,19.9469
14.0001,-3.14267,20.5009
14.0001,-3.14267,20.5009
14.0001,-3.14267,20.5009
14.6794,-3.03457,21.0525
14.6794,-3.03457,21.0525
14.6794,-3.03457,21.0525
15.3576,-2.90741,21.6015
15.3576,-2.90741,21.6015
15.3576,-2.90741,21.6015
16.0344,-2.76124,22.1478
16.0344,-2.76124,22.1478
16.0344,-2.76124,22.1478
16.7093,-2.5961,22.6912
16.7093,-2.5961,22.6912
16.7093,-2.5961,22.6912
17.3819,-2.41205,23.2314
17.3819,-2.41205,23.2314
17.3819,-2.41205,23.2314
18.0517,-2.20915,23.7684
18.0517,-2.20915,23.7684
18.0517,-2.20915,23.7684
18.7185,-1.98748,24.3018
18.7185,-1.98748,24.3018
18.7185,-1.98748,24.3018
19.3818,-1.74714,24.8315
19.3818,-1.74714,24.8315
19.3818,-1.74714,24.8315
20.0413,-1.48822,25.3572
20.0413,-1.48822,25.3572
20.0413,-1.48822,25.3572
20.6965,-1.21083,25.8787
20.6965,-1.21083,25.8787
20.6965,-1.21083,25.8787
21.3472,-0.915087,26.3959
21.3472,-0.915087,26.3959
21.3472,-0.915087,26.3959
