0.0611071,0.0636589,0.295675
0.0611071,0.0636589,0.295675
0.0611071,0.0636589,0.295675
0.17788,0.0588153,1.50276
0.17788,0.0588153,1.50276
0.17788,0.0588153,1.50276
0.341107,0.0296047,2.62544
0.341107,0.0296047,2.62544
0.341107,0.0296047,2.62544
0.516542,-0.0122875,3.6827
0.516542,-0.0122875,3.6827
0.516542,-0.0122875,3.6827
0.72604,-0.0548787,4.70067
0.72604,-0.0548787,4.70067
0.72604,-0.0548787,4.70067
0.993306,-0.0961356,5.69668
0.993306,-0.0961356,5.69668
0.993306,-0.0961356,5.69668
1.30672,-0.139722,6.66414
1.30672,-0.139722,6.66414
1.30672,-0.139722,6.66414
1.66369,-0.185361,7.6089
1.66369,-0.185361,7.6089
1.66369,-0.185361,7.6089
2.06684,-0.226889,8.52684
2.06684,-0.226889,8.52684
2.06684,-0.226889,8.52684
2.50629,-0.267457,9.42363
2.50629,-0.267457,9.42363
2.50629,-0.267457,9.42363
2.98427,-0.307656,10.2946
2.98427,-0.307656,10.2946
2.98427,-0.307656,10.2946
3.50131,-0.346869,11.1368
3.50131,-0.346869,11.1368
3.50131,-0.346869,11.1368
4.05644,-0.386111,11.9501
4.05644,-0.386111,11.9501
4.05644,-0.386111,11.9501
4.64668,-0.422061,12.7324
4.64668,-0.422061,12.7324
4.64668,-0.422061,12.7324
5.27635,-0.457646,13.4803
5.27635,-0.457646,13.4803
5.27635,-0.457646,13.4803
5.93027,-0.493246,14.1952
5.93027,-0.493246,14.1952
5.93027,-0.493246,14.1952
6.62329,-0.525045,14.874
6.62329,-0.525045,14.874
6.62329,-0.525045,14.874
7.3427,-0.556157,15.5187
7.3427,-0.556157,15.5187
7.3427,-0.556157,15.5187
8.08526,-0.587689,16.1286
8.08526,-0.587689,16.1286
8.08526,-0.587689,16.1286
8.856,-0.615437,16.6947
8.856,-0.615437,16.6947
8.856,-0.615437,16.6947
9.63878,-0.661198,17.252
9.63878,-0.661198,17.252
9.63878,-0.661198,17.252
10.4518,-0.703768,17.7632
10.4518,-0.703768,17.7632
10.4518,-0.703768,17.7632
11.2928,-0.741829,18.227
11.2928,-0.741829,18.227
11.2928,-0.741829,18.227
12.1461,-0.763451,18.6513
12.1461,-0.763451,18.6513
12.1461,-0.763451,18.6513
13.0286,-0.787413,19.0389
13.0286,-0.787413,19.0389
13.0286,-0.787413,19.0389
13.9306,-0.812929,19.3877
13.9306,-0.812929,19.3877
13.9306,-0.812929,19.3877
14.8446,-0.838039,19.707
14.8446,-0.838039,19.707
14.8446,-0.838039,19.707
15.7805,-0.857966,19.9968
15.7805,-0.857966,19.9968
15.7805,-0.857966,19.9968
16.7348,-0.87476,20.2587
16.7348,-0.87476,20.2587
16.7348,-0.87476,20.2587
17.7032,-0.893461,20.4881
17.7032,-0.893461,20.4881
17.7032,-0.893461,20.4881
18.6772,-0.909636,20.6896
18.6772,-0.909636,20.6896
18.6772,-0.909636,20.6896
19.6647,-0.924921,20.8611
19.6647,-0.924921,20.8611
19.6647,-0.924921,20.8611
20.6721,-0.938315,21.0015
20.6721,-0.938315,21.0015
20.6721,-0.938315,21.0015
21.6946,-0.948739,21.1133
21.6946,-0.948739,21.1133
21.6946,-0.948739,21.1133
22.7319,-0.956185,21.1983
22.7319,-0.956185,21.1983
